Reference,Qty,Description,Part Number,Manufacturer,Mouser,Digikey
D2, 1, "TVS Diode Surface Mount SOD-523", ESD5Z5.0T1G, onsemi, 863-ESD5Z5.0T1G, ESD5Z5.0T1GOSCT-ND
